Name	eaiQuoteID	type	uom	ccy	businessCalendar	lotSize	tenor	Commodity	limSymbol	limMultiplier	defaultPrecision	clearPortPrecision	expiryRule	exchange	volatilityID	indexLevel	forwardMarket	pricingRule	formula	rollbefore	promptness	bblPerMT
NYMEX WTI 1st month (Argus)	1434	FuturesFrontPeriodIndex	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	Close	NYMEX WTI	NULL	NULL	0	1	NULL
ULSD 15ppm NYH Barges (Argus) vs NYMEX Heat 1st month	1435	FormulaIndex	gal                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(4)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(1170)) - Quote(1.0* MKT(29)) 	NULL	NULL	Some(7.45)
Unl 95 FOB Singapore Cargoes (Platts) vs Unl 92 FOB Singapore Cargoes (Platts)	1436	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(296)) - Quote(1.0* MKT(198)) 	NULL	NULL	Some(8.4)
NYSE LIFFE Rapeseed 1st month	1437	FuturesFrontPeriodIndex	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(4)             	NULL	NULL	NULL	Close	NYSE LIFFE Rapeseed	NULL	NULL	0	1	NULL
Tapis (Platts/APPI)	1438	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(0)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(0.5* MKT(342)) + Quote(0.5* MKT(376)) 	NULL	NULL	Some(7.91)
Coal API 2 CIF ARA [Month Average Index] (Argus)	1439	PublishedIndex	MT                  	USD                 	ARK	Some(1000.0)        	Day                 	Coal	Some(GPCAPI2MA)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Propane Saudi Aramco (Argus)	1440	PublishedIndex	MT                  	USD                 	ARD	Some(1000.0)        	Day                 	Propane	Some(GTPRSB$PM)	Some(1.0)           	Some(3)             	Some(3)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(12.4033)
SHFE Steel Rebar	1441	FuturesMarket	MT                  	CNY                 	SFS	Some(10.0)          	Month               	Steel	Some(SHFE.RB)	Some(1.0)           	Some(3)             	Some(0)             	SFS	SFS	None                	NULL	NULL	NULL	NULL	NULL	NULL	None
Iron Ore CFR China 62% Fe	1444	PublishedIndex	MT                  	USD                 	SIO	Some(10.0)          	Day                 	IronOre	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
SHFE Steel Rebar (London close)	1445	FuturesMarket	MT                  	CNY                 	SFS	Some(10.0)          	Month               	Steel	None	None                	Some(3)             	Some(0)             	SFS	SFS	None                	NULL	NULL	NULL	NULL	NULL	NULL	None
Coal NEWC Index FOB Newcastle [RecentMthlyIndices] (globalCOAL)	1446	PublishedIndex	MT                  	USD                 	globalCOAL Coal Market Report	Some(1000.0)        	Day                 	Coal	Some(GLOBALCOAL_NEWC)	Some(1.0)           	Some(2)             	Some(2)             	NULL	NULL	None                	RecentMthlyIndices	NULL	NULL	NULL	NULL	NULL	None
Coal NEWC Index FOB Newcastle [RecentMthlyIndices] (globalCOAL) (VaR Only)	1447	PublishedIndex	MT                  	USD                 	IPE	Some(1000.0)        	Day                 	Coal	Some(GLOBALCOAL_NEWC)	Some(1.0)           	Some(2)             	Some(2)             	NULL	NULL	None                	RecentMthlyIndices	NULL	NULL	NULL	NULL	NULL	None
Gas Oil 10ppm FOB Singapore (Platts)	1448	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	GasOil	Some(AAOVC00)	Some(1.0)           	Some(3)             	Some(0)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
TC11 South Korea to Singapore (Baltic)	1449	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	Some(BALTIC.CLEAN.TANKER.ROUTE.TC11)	Some(0.01)          	Some(4)             	Some(0)             	NULL	NULL	None                	Val	NULL	NULL	NULL	NULL	NULL	None
Seria OSP vs IPE Brent Singapore 1 Minute Marker	1450	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(190)) - Quote(1.0* MKT(1281)) 	NULL	NULL	Some(7.45)
Seria Light OSP (VaR only)	1451	PublishedIndex	bbl                 	USD                 	IPE	None                	Day                 	Crude	Some(AAILE00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Index	NULL	NULL	NULL	NULL	NULL	Some(7.47)
Champion OSP (VaR only)	1452	PublishedIndex	bbl                 	USD                 	IPE	None                	Day                 	Crude	Some(AAILF00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Index	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Coal API 4 FOB Richards Bay [Month Average Index] (Argus)	1453	PublishedIndex	MT                  	USD                 	ARK	Some(1000.0)        	Day                 	Coal	Some(GPCAPI4MA)	Some(1.0)           	Some(2)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Coal API 6 FOB Newcastle [Monthyly Average Index] (Argus)	1454	PublishedIndex	MT                  	USD                 	ARK	Some(1000.0)        	Day                 	Coal	Some(GPCARMCMA)	Some(1.0)           	Some(2)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
HSFO 380 CST Singapore vs 3.5% Fuel FOB Rotterdam Barges	1455	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(134)) - Quote(1.0* MKT(5)) 	NULL	NULL	Some(6.35)
WCS	1456	PublishedIndex	bbl                 	USD                 	NYM	None                	Day                 	Crude	Some(TRAF.WCSDIFF)	Some(1.0)           	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.6)
LLB	1457	PublishedIndex	bbl                 	USD                 	NYM	None                	Day                 	Crude	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.6)
LSB	1458	PublishedIndex	bbl                 	USD                 	NYM	None                	Day                 	Crude	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.6)
C5+	1459	PublishedIndex	bbl                 	USD                 	NYM	None                	Day                 	Crude	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.6)
UHC	1460	PublishedIndex	bbl                 	USD                 	NYM	None                	Day                 	Crude	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.6)
FAME 0 RME:PME CIF ARA vs ICE Gas Oil 1st month diff	1461	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Unl 93 9.0 RVP Supplemental Colonial Pipeline (Argus)	1462	PublishedIndex	gal                 	USD                 	ARG	None                	Day                 	Gasoline	Some(GPUSP305)	Some(0.01)          	Some(4)             	Some(0)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
LME Cobalt	1463	FuturesMarket	MT                  	USD                 	LME	Some(1.0)           	Day                 	Cobalt	Some(GII.LME.COBALT)	Some(1.0)           	Some(3)             	Some(2)             	LME	LME	None                	NULL	NULL	NULL	NULL	NULL	NULL	None
LME Molybdenum	1464	FuturesMarket	MT                  	USD                 	LME	Some(6.0)           	Day                 	Molybdenum	Some(GII.LME.MOLYBDENUM)	Some(1.0)           	Some(3)             	Some(2)             	LME	LME	None                	NULL	NULL	NULL	NULL	NULL	NULL	None
LLS 1st month (Argus) vs WTI 1st month (Argus)	1465	PublishedIndex	bbl                 	USD                 	ARG	None                	Day                 	Crude	Some(GCDHC537$)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.57)
Shanghai Natural Rubber	1466	FuturesMarket	MT                  	CNY                 	SFS	Some(5.0)           	Month               	Crude	Some(SHFE.RU)	Some(1.0)           	Some(3)             	Some(0)             	SFS	SFS	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(6.0)
WTS Midland Enterprise Pipeline	1467	PublishedIndex	bbl                 	USD                 	null	None                	Day                 	Crude	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.33)
SME CIF ARA to FAME 0 FOB Rotterdam Barges (Argus) diff	1468	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
PME CIF ARA to FAME 0 FOB Rotterdam Barges (Argus) diff	1469	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
FAME + 5 CIF ARA to FAME 0 FOB Rotterdam Barges (Argus) diff	1470	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
FAME - 5 CIF ARA to FAME 0 FOB Rotterdam Barges (Argus) diff	1471	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
FAME - 10 CIF ARA to FAME 0 FOB Rotterdam Barges (Argus) diff	1472	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
LBMA Gold	1473	PublishedIndex	oz                  	USD                 	LME	Some(1.0)           	Day                 	Gold	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
LBMA Silver	1474	PublishedIndex	oz                  	USD                 	LME	Some(1.0)           	Day                 	Silver	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Alumina	1475	PublishedIndex	MT                  	USD                 	null	None                	Day                 	Alumina	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Unl 87 9.0 RVP Supplemental Colonial Pipeline (Argus)	1476	PublishedIndex	gal                 	USD                 	ARG	None                	Day                 	Gasoline	Some(GPUSP303)	Some(0.01)          	Some(4)             	Some(0)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
WCS v Nymex WTI diff	1477	PublishedIndex	bbl                 	USD                 	NYM	None                	Day                 	Crude	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.6)
Mogas 92 Unl Singapore vs Prem Unl Euro-Bob Oxy NWE Barges Rotterdam (Argus)	1478	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(198)) - Quote(1.0* MKT(1312)) 	NULL	NULL	Some(8.49)
Mogas 92 Unl Singapore vs IPE Brent 1st month	1479	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(198)) - Quote(1.0* MKT(28)) 	NULL	NULL	Some(8.49)
No.2 2000ppm NYH Barges (Argus)	1480	PublishedIndex	gal                 	USD                 	ARG	None                	Day                 	FuelOil	Some(GPDSNY1B)	Some(0.01)          	Some(3)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
LME Steel Mediterranean Billets	1481	FuturesMarket	MT                  	USD                 	LME	Some(65.0)          	Day                 	Steel	None	None                	Some(3)             	Some(0)             	LME	LME	None                	NULL	NULL	NULL	NULL	NULL	NULL	None
Unl 87 Colonial Pipeline (Argus)	1482	PublishedIndex	gal                 	USD                 	ARG	Some(42000.0)       	Day                 	Gasoline	Some(GP08CP0P)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.33)
Minas Vietnamese formula vs IPE Brent 1st month	1483	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(566)) - Quote(1.0* MKT(28)) 	NULL	NULL	Some(7.46)
